emp_ID,referral,location,satisfied
x845,Applied,Office,Unfavorable
x846,Applied,Office,Unfavorable
x847,Applied,Office,Unfavorable
x848,Applied,Office,Unfavorable
x849,Applied,Office,Unfavorable
x850,Applied,Office,Unfavorable
x851,Applied,Office,Unfavorable
x852,Applied,Office,Unfavorable
x853,Applied,Office,Unfavorable
x854,Applied,Office,Unfavorable
x855,Applied,Office,Unfavorable
x856,Applied,Office,Unfavorable
x857,Applied,Office,Unfavorable
x858,Applied,Office,Unfavorable
x859,Applied,Office,Unfavorable
x860,Applied,Office,Favorable
x861,Applied,Office,Unfavorable
x862,Applied,Office,Unfavorable
x863,Applied,Office,Unfavorable
x864,Applied,Office,Favorable
x865,Applied,Office,Unfavorable
x866,Applied,Office,Unfavorable
x867,Applied,Office,Unfavorable
x868,Applied,Office,Unfavorable
x869,Applied,Office,Favorable
x870,Applied,Office,Unfavorable
x871,Applied,Office,Favorable
x872,Applied,Office,Unfavorable
x873,Applied,Office,Unfavorable
x874,Applied,Office,Unfavorable
x875,Applied,Office,Unfavorable
x876,Applied,Office,Unfavorable
x877,Applied,Office,Unfavorable
x878,Applied,Office,Unfavorable
x879,Applied,Office,Unfavorable
x880,Applied,Office,Unfavorable
x881,Applied,Office,Unfavorable
x882,Applied,Office,Unfavorable
x883,Applied,Office,Unfavorable
x884,Applied,Office,Unfavorable
x885,Applied,Office,Unfavorable
x886,Applied,Office,Unfavorable
x887,Applied,Office,Unfavorable
x888,Applied,Office,Unfavorable
x889,Applied,Office,Unfavorable
x890,Applied,Office,Unfavorable
x891,Applied,Office,Unfavorable
x892,Applied,Office,Unfavorable
x893,Applied,Office,Unfavorable
x894,Applied,Office,Unfavorable
x895,Applied,Office,Unfavorable
x896,Applied,Office,Unfavorable
x897,Applied,Office,Favorable
x898,Applied,Office,Unfavorable
x899,Applied,Office,Unfavorable
x900,Applied,Office,Favorable
x901,Applied,Office,Unfavorable
x902,Applied,Office,Unfavorable
x903,Applied,Office,Unfavorable
x904,Applied,Office,Unfavorable
x905,Applied,Office,Unfavorable
x906,Applied,Office,Favorable
x907,Applied,Office,Unfavorable
x908,Applied,Office,Unfavorable
x909,Applied,Office,Unfavorable
x910,Applied,Office,Favorable
x911,Applied,Office,Unfavorable
x912,Applied,Office,Unfavorable
x913,Applied,Office,Unfavorable
x914,Applied,Office,Unfavorable
x915,Applied,Office,Favorable
x916,Applied,Office,Unfavorable
x917,Applied,Office,Unfavorable
x918,Applied,Office,Unfavorable
x919,Applied,Office,Unfavorable
x920,Applied,Office,Unfavorable
x921,Applied,Office,Favorable
x922,Applied,Office,Unfavorable
x923,Applied,Office,Unfavorable
x924,Applied,Office,Unfavorable
x925,Applied,Office,Unfavorable
x926,Applied,Office,Unfavorable
x927,Applied,Office,Unfavorable
x928,Applied,Office,Favorable
x929,Applied,Office,Favorable
x930,Applied,Office,Unfavorable
x931,Applied,Office,Unfavorable
x932,Applied,Office,Unfavorable
x933,Applied,Office,Unfavorable
x934,Applied,Office,Unfavorable
x935,Applied,Office,Unfavorable
x936,Applied,Office,Favorable
x937,Applied,Office,Favorable
x938,Applied,Office,Unfavorable
x939,Applied,Office,Unfavorable
x940,Applied,Office,Favorable
x941,Applied,Office,Unfavorable
x942,Applied,Office,Unfavorable
x943,Applied,Office,Favorable
x944,Applied,Office,Unfavorable
x945,Applied,Office,Unfavorable
x946,Applied,Office,Unfavorable
x947,Applied,Office,Unfavorable
x948,Applied,Office,Unfavorable
x949,Applied,Office,Unfavorable
x950,Applied,Office,Unfavorable
x951,Applied,Office,Unfavorable
x952,Applied,Office,Unfavorable
x953,Applied,Office,Unfavorable
x954,Applied,Office,Unfavorable
x955,Applied,Office,Unfavorable
x956,Applied,Office,Unfavorable
x957,Applied,Office,Unfavorable
x958,Applied,Office,Favorable
x959,Applied,Office,Favorable
x960,Applied,Office,Unfavorable
x961,Applied,Office,Unfavorable
x962,Applied,Office,Favorable
x963,Applied,Office,Unfavorable
x964,Applied,Office,Unfavorable
x965,Applied,Office,Favorable
x966,Applied,Office,Unfavorable
x967,Applied,Office,Unfavorable
x968,Applied,Office,Unfavorable
x969,Applied,Office,Unfavorable
x970,Applied,Office,Unfavorable
x971,Applied,Office,Unfavorable
x972,Applied,Office,Unfavorable
x973,Applied,Office,Unfavorable
x974,Applied,Office,Unfavorable
x975,Applied,Office,Unfavorable
x976,Applied,Office,Unfavorable
x977,Applied,Office,Unfavorable
x978,Applied,Office,Unfavorable
x979,Applied,Office,Favorable
x980,Applied,Office,Unfavorable
x981,Applied,Office,Unfavorable
x982,Applied,Office,Unfavorable
x983,Applied,Office,Unfavorable
x984,Applied,Office,Unfavorable
x985,Applied,Office,Unfavorable
x986,Applied,Office,Unfavorable
x987,Applied,Office,Unfavorable
x988,Applied,Office,Unfavorable
x989,Applied,Office,Favorable
x990,Applied,Office,Unfavorable
x991,Applied,Office,Unfavorable
x992,Applied,Office,Unfavorable
x993,Applied,Office,Unfavorable
x994,Applied,Office,Unfavorable
x995,Applied,Office,Unfavorable
x996,Applied,Office,Favorable
x997,Applied,Office,Unfavorable
x998,Applied,Office,Unfavorable
x999,Applied,Office,Unfavorable
x1000,Applied,Office,Unfavorable
